case_ref,fraud_type,category,is_scam,channel_name,sub_scenario,detection_method,case_owner_team,case_status,fraud_start_ts,fraud_date,detection_ts,customer_report_ts,resolution_ts,amount_attempted,amount_lost,amount_recovered,net_loss,recovery_rate,transaction_count,reimbursed_flag,provisional_credit_flag,cross_border_flag,detect_lag_hours,report_lag_hours,resolution_days,report_lag_band,product_name,balance_band,zelle_enabled,account_status,customer_ref,age_band,segment,state,city,tenure_years,digital_enrolled,prior_fraud_claims
FRD000008503,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking","stolen SSN","Statement Review","Fraud Ops",Closed-Confirmed,"2025-04-12 18:50:49",2025-04-12,"2025-09-11 07:15:29",NULL,"2025-09-26 16:33:29",3730.15,3730.15,908.38,2821.77,0.2435,3,1,0,0,3636,NULL,166,"Never Reported","Total Checking",$1K-5K,1,active,CUS0000734,35-44,"Consumer Banking",FL,Tampa,5.0,0,0
FRD000009828,"Tech Support/Impersonation",Authorized,1,"Online Banking","bank impersonation","Rules Engine",Claims,Closed-Confirmed,"2024-02-01 04:54:42",2024-02-01,"2024-02-01 23:15:30",NULL,"2024-02-14 07:06:01",5312.25,4061.02,1205.16,2855.86,0.2968,2,0,0,0,18,NULL,13,"Never Reported","Business Checking",$5K-25K,1,active,CUS0001975,35-44,"Financial Banking",PA,Philadelphia,1.1,1,0
FRD000000812,Card-Not-Present,Unauthorized,0,"Online Banking","card testing","ML Model","Card Services",Closed-Confirmed,"2025-06-03 14:30:59",2025-06-03,"2025-06-04 12:31:20","2025-06-05 05:14:11","2025-06-20 18:22:08",169.16,169.16,166.34,2.82,0.9833,3,1,0,0,22,38,17,"2. 24-72h","Premier Savings",$5K-25K,1,active,CUS0002325,25-34,"Consumer Banking",FL,Orlando,6.4,1,0
FRD000008144,"Business Email Compromise",Authorized,1,"Online Banking","CEO impersonation","Customer Reported","Wire Recall",Closed-Confirmed,"2026-01-20 08:59:27",2026-01-20,"2026-01-22 14:50:07","2026-01-22 20:17:51","2026-01-30 03:51:11",38763.41,27342.87,10718.10,16624.77,0.3920,1,0,0,0,53,59,9,"2. 24-72h","Private Client Savings",<$1K,1,active,CUS0000198,25-34,"Private Client Banking",MA,Boston,14.8,0,0
FRD000004174,Phishing/Smishing,Unauthorized,1,"Online Banking","credential harvest","Customer Reported","Fraud Ops",Closed-Confirmed,"2025-05-11 01:19:00",2025-05-11,"2025-05-15 00:13:54","2025-05-15 05:42:08","2025-06-01 03:35:44",9959.69,9959.69,4539.31,5420.38,0.4558,1,1,1,1,94,100,21,"3. 3-7d","Total Checking",$1K-5K,1,active,CUS0000003,25-34,"Consumer Banking",CA,"Los Angeles",0.7,1,0
FRD000006360,"Zelle/P2P Scam",Authorized,1,"Online Banking","rental deposit","Customer Reported",Claims,Closed-Confirmed,"2024-02-18 02:49:37",2024-02-18,"2024-02-18 11:32:42","2024-02-18 18:04:56","2024-02-29 10:03:14",389.91,389.91,49.98,339.93,0.1282,1,0,0,0,8,15,11,"1. <24h","Freedom Unlimited",$5K-25K,0,active,CUS0000084,25-34,"Consumer Banking",NY,Buffalo,6.7,1,0
FRD000007387,"Zelle/P2P Scam",Authorized,1,"Online Banking","ticket resale","Customer Reported",Claims,Closed-Confirmed,"2024-07-26 13:09:24",2024-07-26,"2024-07-26 15:03:07","2024-07-26 22:52:03","2024-08-21 14:49:34",343.21,40.42,5.67,34.75,0.1403,1,0,0,0,1,9,26,"1. <24h","Auto Loan",$25K-100K,0,active,CUS0002106,35-44,"Consumer Banking",TX,Houston,11.5,0,0
FRD000004576,Phishing/Smishing,Unauthorized,1,"Online Banking","fake login page","ML Model","Fraud Ops",Closed-Confirmed,"2025-07-21 20:01:27",2025-07-21,"2025-07-23 11:42:08","2025-07-23 21:54:30","2025-08-01 19:49:34",940.61,855.91,439.73,416.18,0.5138,2,1,0,1,39,49,10,"2. 24-72h","Total Checking",$1K-5K,1,active,CUS0000842,25-34,"Consumer Banking",TX,Houston,0.7,1,0
FRD000005787,"Account Takeover",Unauthorized,0,"Online Banking","session hijack","Rules Engine","Fraud Ops",Closed-Confirmed,"2024-02-08 01:01:56",2024-02-08,"2024-02-14 21:50:01","2024-02-16 05:42:30","2024-03-29 22:01:20",20098.49,20098.49,7656.31,12442.18,0.3809,4,1,0,1,164,196,50,"4. 7d+","Business Savings",$5K-25K,1,active,CUS0000700,65+,"Financial Banking",TX,Dallas,2.7,1,0
FRD000006181,"Zelle/P2P Scam",Authorized,1,"Online Banking","fake marketplace seller","Customer Reported",Claims,Closed-Confirmed,"2024-10-15 17:18:16",2024-10-15,"2024-10-15 20:54:50","2024-10-16 08:25:34","2024-10-29 03:29:22",574.38,574.38,78.94,495.44,0.1374,1,0,0,0,3,15,13,"1. <24h","Freedom Unlimited",<$1K,0,active,CUS0002066,55-64,"Consumer Banking",TX,Austin,4.0,1,0
FRD000006819,"Zelle/P2P Scam",Authorized,1,"Online Banking","fake marketplace seller","Customer Reported",Claims,"Closed-No Fraud","2024-06-20 17:06:19",2024-06-20,"2024-06-20 23:58:33","2024-06-21 12:46:21","2024-07-03 22:38:04",1603.43,0.00,0.00,0.00,NULL,1,0,0,0,6,19,13,"1. <24h","Premier Savings",<$1K,1,active,CUS0000470,55-64,"Consumer Banking",CA,"Los Angeles",10.5,1,0
FRD000005894,"Account Takeover",Unauthorized,0,"Online Banking","credential stuffing","ML Model","Fraud Ops",Closed-Confirmed,"2025-09-03 10:11:04",2025-09-03,"2025-09-13 04:18:57",NULL,"2025-09-22 12:26:53",5987.77,5987.77,2294.06,3693.71,0.3831,4,1,0,0,234,NULL,19,"Never Reported","Freedom Unlimited",$1K-5K,0,active,CUS0000920,35-44,"Consumer Banking",MA,Worcester,3.4,1,0
FRD000002523,Card-Not-Present,Unauthorized,0,"Online Banking","card testing","Rules Engine","Card Services",Closed-Confirmed,"2024-01-10 15:50:23",2024-01-10,"2024-01-10 20:24:02",NULL,"2024-02-03 22:54:42",80.53,80.53,64.13,16.40,0.7963,4,1,0,1,4,NULL,24,"Never Reported","Sapphire Preferred",$1K-5K,0,active,CUS0001462,35-44,"Consumer Banking",PA,Harrisburg,1.0,1,0
FRD000002034,Card-Not-Present,Unauthorized,0,"Online Banking","online retail","ML Model","Card Services",Closed-Confirmed,"2025-05-04 10:10:49",2025-05-04,"2025-05-05 04:16:44","2025-05-05 06:00:12","2025-05-16 16:53:35",970.01,517.34,369.44,147.90,0.7141,2,1,1,0,18,19,12,"1. <24h","Premier Savings",$5K-25K,1,active,CUS0000684,25-34,"Consumer Banking",CA,"San Francisco",0.8,1,0
FRD000001366,Card-Not-Present,Unauthorized,0,"Online Banking","subscription abuse","ML Model","Card Services",Closed-Confirmed,"2024-11-27 22:41:16",2024-11-27,"2024-11-28 12:48:44",NULL,"2024-12-03 06:16:12",329.72,58.17,58.17,0.00,1.0000,2,1,0,0,14,NULL,5,"Never Reported","Premier Savings",$5K-25K,1,active,CUS0002960,35-44,"Consumer Banking",WA,Tacoma,1.6,1,1
FRD000004192,Phishing/Smishing,Unauthorized,1,"Online Banking","SMS link","Customer Reported","Fraud Ops",Closed-Confirmed,"2024-08-16 11:41:28",2024-08-16,"2024-08-19 04:58:58","2024-08-20 10:03:56","2024-08-28 16:09:07",957.71,957.71,633.83,323.88,0.6618,4,1,1,0,65,94,12,"3. 3-7d","Premier Savings",$1K-5K,1,active,CUS0001065,35-44,"Consumer Banking",CA,"Los Angeles",0.2,1,0
FRD000008541,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking","stolen SSN","Statement Review","Fraud Ops",Closed-Confirmed,"2024-01-28 09:59:52",2024-01-28,"2024-03-15 01:29:21","2024-03-16 12:12:14","2024-03-26 15:01:25",1531.24,1531.24,276.85,1254.39,0.1808,5,1,0,1,1119,1154,58,"4. 7d+","Sapphire Preferred",$25K-100K,0,active,CUS0001388,55-64,"Consumer Banking",CA,"San Diego",2.7,1,0
FRD000004680,Phishing/Smishing,Unauthorized,1,"Online Banking","credential harvest","ML Model","Fraud Ops",Closed-Confirmed,"2024-04-13 04:18:11",2024-04-13,"2024-04-14 13:15:20",NULL,"2024-05-02 10:28:49",4151.48,4151.48,1941.70,2209.78,0.4677,1,1,0,0,32,NULL,19,"Never Reported","Total Checking",<$1K,1,active,CUS0000966,18-24,"Consumer Banking",TX,Dallas,2.1,0,0
FRD000008186,"Business Email Compromise",Authorized,1,"Online Banking","closing wire redirect","ML Model","Wire Recall",Closed-Confirmed,"2025-01-10 09:09:04",2025-01-10,"2025-01-12 06:25:30",NULL,"2025-01-28 19:54:48",445082.18,445082.18,128635.16,316447.02,0.2890,1,0,0,1,45,NULL,18,"Never Reported","Total Checking",$1K-5K,1,active,CUS0001141,25-34,"Consumer Banking",CA,"San Francisco",10.4,1,1
FRD000006920,"Zelle/P2P Scam",Authorized,1,"Online Banking","fake marketplace seller","Customer Reported",Claims,Closed-Confirmed,"2026-03-10 11:49:14",2026-03-10,"2026-03-11 00:23:44","2026-03-11 07:26:55","2026-03-23 03:13:43",1402.99,725.80,108.98,616.82,0.1502,3,0,0,0,12,19,12,"1. <24h","Freedom Unlimited",$25K-100K,0,active,CUS0002295,45-54,"Consumer Banking",KS,Topeka,9.2,1,3
FRD000004353,Phishing/Smishing,Unauthorized,1,"Online Banking","credential harvest","ML Model","Fraud Ops",Closed-Confirmed,"2024-10-08 12:41:11",2024-10-08,"2024-10-13 13:09:40",NULL,"2024-11-29 21:05:11",3849.93,3849.93,2126.46,1723.47,0.5523,3,1,0,0,120,NULL,52,"Never Reported","Premier Savings",$1K-5K,1,active,CUS0001438,25-34,"Consumer Banking",WA,Tacoma,4.0,1,1
FRD000001768,Card-Not-Present,Unauthorized,0,"Online Banking","online retail","Rules Engine","Card Services",Closed-Confirmed,"2026-06-07 15:41:37",2026-06-07,"2026-06-08 00:24:14",NULL,"2026-06-21 19:46:01",116.33,116.33,86.59,29.74,0.7443,1,1,0,0,8,NULL,14,"Never Reported","Auto Loan",<$1K,0,active,CUS0000837,45-54,"Consumer Banking",FL,Miami,10.9,0,0
FRD000005514,"Account Takeover",Unauthorized,0,"Online Banking","credential stuffing","ML Model","Fraud Ops",Closed-Confirmed,"2024-06-08 20:22:31",2024-06-08,"2024-06-12 22:52:11","2024-06-13 04:09:59","2024-06-16 01:08:03",4513.76,4513.76,2372.84,2140.92,0.5257,2,1,1,0,98,103,7,"3. 3-7d","Sapphire Preferred",$5K-25K,0,active,CUS0000425,55-64,"Consumer Banking",PA,Philadelphia,1.5,1,0
FRD000009839,"Tech Support/Impersonation",Authorized,1,"Online Banking","refund overpayment","Rules Engine",Claims,Closed-Confirmed,"2026-04-01 02:54:53",2026-04-01,"2026-04-02 10:10:44","2026-04-02 19:20:27","2026-04-15 23:36:35",438.11,438.11,128.51,309.60,0.2933,2,0,0,0,31,40,14,"2. 24-72h","Freedom Unlimited",$1K-5K,0,active,CUS0001178,65+,"Consumer Banking",TX,Austin,2.3,0,0
FRD000004433,Phishing/Smishing,Unauthorized,1,"Online Banking","fake login page","ML Model","Fraud Ops",Closed-Confirmed,"2024-07-01 22:25:09",2024-07-01,"2024-07-03 21:28:00","2024-07-04 23:32:11","2024-07-09 05:12:31",3279.72,3279.72,1769.09,1510.63,0.5394,1,1,1,0,47,73,7,"3. 3-7d","Total Checking",$1K-5K,1,active,CUS0000630,25-34,"Consumer Banking",FL,Tampa,1.3,0,0
FRD000005325,"Account Takeover",Unauthorized,0,"Online Banking","credential stuffing","ML Model","Fraud Ops",Closed-Confirmed,"2025-06-20 17:49:08",2025-06-20,"2025-06-24 07:28:21",NULL,"2025-07-08 07:36:01",2127.67,2127.67,804.97,1322.70,0.3783,3,1,0,0,85,NULL,17,"Never Reported","Premier Savings",$100K+,1,active,CUS0001302,35-44,"Consumer Banking",FL,Miami,4.9,1,0
FRD000002713,Card-Not-Present,Unauthorized,0,"Online Banking","subscription abuse","Rules Engine","Card Services",Closed-Confirmed,"2025-11-16 00:04:54",2025-11-16,"2025-11-16 15:57:40","2025-11-17 01:21:34","2025-11-23 23:17:29",432.82,240.76,171.15,69.61,0.7109,1,1,0,0,15,25,7,"2. 24-72h","Auto Loan",<$1K,0,active,CUS0000605,45-54,"Consumer Banking",NJ,Newark,0.3,1,0
FRD000006576,"Zelle/P2P Scam",Authorized,1,"Online Banking","utility impersonation","Customer Reported",Claims,Closed-Confirmed,"2024-03-05 23:15:57",2024-03-05,"2024-03-06 06:22:51","2024-03-06 22:42:51","2024-03-16 04:58:21",5809.96,5108.58,452.68,4655.90,0.0886,3,0,0,0,7,23,10,"1. <24h","Sapphire Preferred",$1K-5K,0,active,CUS0002387,65+,"Consumer Banking",CA,"San Francisco",0.3,1,0
FRD000009048,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking","synthetic identity","Statement Review","Fraud Ops",Closed-Confirmed,"2024-10-04 08:07:48",2024-10-04,"2025-03-22 12:45:17",NULL,"2025-04-22 15:46:49",367.78,367.78,55.68,312.10,0.1514,1,1,0,0,4060,NULL,200,"Never Reported","Total Checking",$1K-5K,1,closed,CUS0000399,65+,"Consumer Banking",TX,Austin,1.3,1,0
FRD000002127,Card-Not-Present,Unauthorized,0,"Online Banking","subscription abuse","Rules Engine","Card Services",Closed-Confirmed,"2025-02-02 18:22:56",2025-02-02,"2025-02-04 02:35:17","2025-02-04 09:49:38","2025-02-07 15:30:13",437.73,437.73,364.93,72.80,0.8337,2,1,1,0,32,39,4,"2. 24-72h","Freedom Unlimited",$1K-5K,0,active,CUS0002922,65+,"Consumer Banking",CA,"Los Angeles",4.5,0,0
FRD000001249,Card-Not-Present,Unauthorized,0,"Online Banking","card testing","Customer Reported","Card Services",Closed-Confirmed,"2026-04-16 12:49:09",2026-04-16,"2026-04-17 13:03:55","2026-04-17 18:48:40","2026-05-01 01:02:54",616.65,616.65,451.42,165.23,0.7321,3,1,1,0,24,29,14,"2. 24-72h","Private Client Savings",$1K-5K,1,active,CUS0000395,35-44,"Private Client Banking",KS,Topeka,8.0,0,2
FRD000000174,Card-Not-Present,Unauthorized,0,"Online Banking","subscription abuse","ML Model","Card Services",Closed-Confirmed,"2024-10-28 16:56:56",2024-10-28,"2024-10-29 18:19:03",NULL,"2024-11-14 23:25:32",81.25,81.25,75.03,6.22,0.9234,1,1,0,0,25,NULL,17,"Never Reported","Auto Loan",<$1K,0,closed,CUS0002193,35-44,"Consumer Banking",FL,Miami,0.3,1,0
FRD000005149,"Account Takeover",Unauthorized,0,"Online Banking","credential stuffing","Rules Engine","Fraud Ops",Closed-Confirmed,"2025-11-23 18:29:23",2025-11-23,"2025-12-04 04:47:34",NULL,"2025-12-25 03:38:24",3748.49,680.68,252.85,427.83,0.3715,4,1,0,1,250,NULL,31,"Never Reported","Premier Savings",$5K-25K,1,active,CUS0000704,65+,"Consumer Banking",KS,Topeka,0.8,1,0
FRD000008207,"Business Email Compromise",Authorized,1,"Online Banking","CEO impersonation","Customer Reported","Wire Recall",Closed-Confirmed,"2024-10-12 14:08:22",2024-10-12,"2024-10-18 00:46:56","2024-10-18 02:48:49","2024-10-28 07:00:38",30885.30,30885.30,13603.29,17282.01,0.4404,1,0,0,1,130,132,15,"3. 3-7d","Auto Loan",<$1K,0,active,CUS0001222,45-54,"Consumer Banking",NJ,Newark,6.7,1,0
FRD000000885,Card-Not-Present,Unauthorized,0,"Online Banking","digital wallet","Customer Reported","Card Services",Closed-Confirmed,"2025-07-08 12:24:23",2025-07-08,"2025-07-09 02:36:00","2025-07-09 13:52:25","2025-07-23 23:52:06",176.41,176.41,168.80,7.61,0.9569,2,1,1,0,14,25,15,"2. 24-72h","Freedom Unlimited",<$1K,0,active,CUS0001702,35-44,"Consumer Banking",KS,Topeka,26.8,0,0
FRD000001070,Card-Not-Present,Unauthorized,0,"Online Banking","subscription abuse","Rules Engine","Card Services",Closed-Confirmed,"2026-05-16 17:42:47",2026-05-16,"2026-05-16 19:23:41","2026-05-16 23:23:40","2026-06-07 06:48:45",419.69,244.65,231.95,12.70,0.9481,3,1,1,0,1,5,21,"1. <24h","Freedom Unlimited",$1K-5K,0,active,CUS0002044,45-54,"Consumer Banking",CA,"San Francisco",8.6,1,0
FRD000005241,"Account Takeover",Unauthorized,0,"Online Banking","credential stuffing","Customer Reported","Fraud Ops",Closed-Confirmed,"2026-01-05 00:24:03",2026-01-05,"2026-01-05 19:32:34","2026-01-06 14:48:35","2026-01-24 07:14:09",8404.48,8404.48,3349.44,5055.04,0.3985,1,1,1,0,19,38,19,"2. 24-72h","Freedom Unlimited",$5K-25K,0,active,CUS0000832,65+,"Consumer Banking",TX,Dallas,2.0,0,1
FRD000009098,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking","new account fraud","Statement Review","Fraud Ops","Closed-No Fraud","2026-01-07 03:14:38",2026-01-07,"2026-03-22 23:33:03","2026-03-24 16:53:14","2026-04-07 07:26:02",8739.48,0.00,0.00,0.00,NULL,3,0,0,0,1796,1837,90,"4. 7d+","Sapphire Preferred",$1K-5K,0,active,CUS0000523,45-54,"Consumer Banking",FL,Tampa,0.9,1,0
FRD000008248,"Business Email Compromise",Authorized,1,"Online Banking","CEO impersonation","Customer Reported","Wire Recall",Closed-Confirmed,"2025-05-08 19:06:13",2025-05-08,"2025-05-13 06:54:55","2025-05-14 10:20:07","2025-05-22 22:11:49",90710.42,90710.42,16586.51,74123.91,0.1829,1,0,0,1,107,135,14,"3. 3-7d","Sapphire Preferred",$25K-100K,0,active,CUS0000377,25-34,"Consumer Banking",TX,Houston,6.4,1,0
FRD000009015,"Identity Theft/Synthetic",Unauthorized,0,"Online Banking","stolen SSN","ML Model","Fraud Ops",Closed-Confirmed,"2025-11-29 12:13:08",2025-11-29,"2026-02-18 23:34:59",NULL,"2026-04-02 13:26:14",51972.46,51972.46,11796.48,40175.98,0.2270,3,1,0,0,1955,NULL,124,"Never Reported","Premier Savings",<$1K,1,active,CUS0002094,35-44,"Consumer Banking",KS,"Overland Park",4.8,1,0
FRD000001195,Card-Not-Present,Unauthorized,0,"Online Banking","subscription abuse","Rules Engine","Card Services",Closed-Confirmed,"2025-05-22 05:08:55",2025-05-22,"2025-05-23 02:19:21","2025-05-23 07:34:08","2025-06-07 02:47:53",72.41,72.41,61.15,11.26,0.8445,5,1,1,0,21,26,15,"2. 24-72h","Financial Investment Account",$1K-5K,0,active,CUS0000560,25-34,"Private Client Banking",NJ,Trenton,0.8,1,0
FRD000007172,"Zelle/P2P Scam",Authorized,1,"Online Banking","rental deposit","Customer Reported",Claims,Closed-Confirmed,"2024-11-08 11:15:36",2024-11-08,"2024-11-08 17:47:26","2024-11-09 04:39:21","2024-12-10 01:39:38",1706.05,1206.70,163.84,1042.86,0.1358,1,0,0,0,6,17,31,"1. <24h","Premier Savings",$25K-100K,1,active,CUS0000397,35-44,"Consumer Banking",KS,Wichita,0.4,1,0
FRD000005032,"Account Takeover",Unauthorized,0,"Online Banking","session hijack","Customer Reported","Fraud Ops",Closed-Confirmed,"2025-12-18 16:48:55",2025-12-18,"2025-12-20 22:00:30","2025-12-21 01:47:07","2026-01-03 08:42:45",1459.72,1459.72,707.09,752.63,0.4844,4,0,0,1,53,56,15,"2. 24-72h","Freedom Unlimited",$25K-100K,0,active,CUS0000718,18-24,"Consumer Banking",MI,"Grand Rapids",12.0,0,1
FRD000006767,"Zelle/P2P Scam",Authorized,1,"Online Banking","ticket resale","Customer Reported",Claims,Closed-Confirmed,"2025-11-04 19:25:16",2025-11-04,"2025-11-05 06:09:22","2025-11-05 17:23:41","2025-11-20 00:07:19",2481.98,2481.98,319.60,2162.38,0.1288,2,0,0,0,10,21,15,"1. <24h","Business Checking",$5K-25K,1,active,CUS0002194,25-34,"Financial Banking",TX,Austin,5.8,1,0
FRD000005305,"Account Takeover",Unauthorized,0,"Online Banking","session hijack","Customer Reported","Fraud Ops",Closed-Confirmed,"2025-01-12 03:56:18",2025-01-12,"2025-01-20 09:37:09","2025-01-21 10:54:44","2025-02-01 02:37:27",5241.95,5241.95,2004.41,3237.54,0.3824,1,1,1,0,197,222,19,"4. 7d+","Premier Savings",$5K-25K,1,active,CUS0002815,45-54,"Consumer Banking",FL,Miami,29.4,0,0
FRD000006400,"Zelle/P2P Scam",Authorized,1,"Online Banking","fake marketplace seller","Customer Reported",Claims,"Under Review","2025-11-13 02:24:10",2025-11-13,"2025-11-13 06:48:24","2025-11-14 11:03:25",NULL,823.45,214.57,24.24,190.33,0.1130,1,0,0,0,4,32,NULL,"2. 24-72h","Premier Savings",$1K-5K,1,active,CUS0002926,18-24,"Consumer Banking",CA,"San Francisco",2.2,1,0
FRD000008175,"Business Email Compromise",Authorized,1,"Online Banking","payroll diversion","Customer Reported","Wire Recall",Closed-Confirmed,"2024-08-15 10:37:29",2024-08-15,"2024-08-18 15:47:59","2024-08-18 22:33:08","2024-09-02 22:39:27",183568.66,170495.01,65079.37,105415.64,0.3817,1,0,0,1,77,83,18,"3. 3-7d","Auto Loan",$100K+,0,active,CUS0000859,45-54,"Consumer Banking",CA,"San Francisco",6.2,1,0
FRD000000430,Card-Not-Present,Unauthorized,0,"Online Banking","online retail","Merchant Alert","Card Services","Closed-No Fraud","2025-05-29 19:31:00",2025-05-29,"2025-05-30 04:15:51","2025-05-30 17:11:07","2025-06-12 12:13:17",290.06,0.00,0.00,0.00,NULL,2,0,0,0,8,21,13,"1. <24h","Freedom Unlimited",<$1K,0,active,CUS0000022,35-44,"Consumer Banking",CA,"San Diego",1.9,1,0
FRD000009865,"Tech Support/Impersonation",Authorized,1,"Online Banking","bank impersonation","Customer Reported",Claims,"Closed-No Fraud","2024-05-25 16:21:39",2024-05-25,"2024-05-27 20:18:10","2024-05-28 12:48:45","2024-06-17 15:54:46",11567.84,0.00,0.00,0.00,NULL,2,0,0,0,51,68,22,"2. 24-72h","Total Checking",$100K+,1,active,CUS0000065,18-24,"Consumer Banking",TX,Houston,1.5,1,0
FRD000004261,Phishing/Smishing,Unauthorized,1,"Online Banking","SMS link","Rules Engine","Fraud Ops",Closed-Confirmed,"2024-05-06 14:25:51",2024-05-06,"2024-05-08 17:37:44","2024-05-09 10:10:40","2024-05-26 08:08:03",3871.19,1004.15,578.91,425.24,0.5765,1,1,1,0,51,67,19,"2. 24-72h","Freedom Unlimited",$1K-5K,0,active,CUS0001171,18-24,"Consumer Banking",PA,Pittsburgh,3.4,1,0
FRD000004169,Phishing/Smishing,Unauthorized,1,"Online Banking","fake login page","Customer Reported","Fraud Ops",Closed-Confirmed,"2024-05-12 19:53:51",2024-05-12,"2024-05-17 19:39:20","2024-05-18 03:15:46","2024-05-27 13:04:02",1922.02,1251.71,579.41,672.30,0.4629,3,1,1,0,119,127,14,"3. 3-7d","Premier Savings",$100K+,1,active,CUS0000247,55-64,"Consumer Banking",TX,Houston,1.8,0,2
FRD000005339,"Account Takeover",Unauthorized,0,"Online Banking","credential stuffing","ML Model","Fraud Ops",Closed-Confirmed,"2025-06-28 05:19:27",2025-06-28,"2025-06-29 04:19:21",NULL,"2025-07-01 05:06:55",2872.23,1044.03,439.71,604.32,0.4212,1,1,0,0,22,NULL,2,"Never Reported","Auto Loan",$1K-5K,0,active,CUS0001129,35-44,"Consumer Banking",TX,Austin,11.3,1,0
FRD000008311,"Business Email Compromise",Authorized,1,"Online Banking","CEO impersonation","Rules Engine","Wire Recall",Closed-Confirmed,"2024-07-25 00:05:28",2024-07-25,"2024-07-30 07:44:52","2024-07-30 19:03:09","2024-08-26 17:31:27",256975.15,256975.15,85147.02,171828.13,0.3313,1,0,0,0,127,138,32,"3. 3-7d","Freedom Unlimited",$25K-100K,0,active,CUS0001148,35-44,"Consumer Banking",MI,Lansing,9.5,1,0
FRD000006529,"Zelle/P2P Scam",Authorized,1,"Online Banking","rental deposit","Customer Reported",Claims,Closed-Confirmed,"2024-04-12 19:45:52",2024-04-12,"2024-04-12 21:14:58","2024-04-13 12:05:58","2024-05-21 09:01:24",1728.52,1728.52,155.11,1573.41,0.0897,1,0,0,0,1,16,38,"1. <24h","Total Checking",<$1K,1,active,CUS0002463,55-64,"Consumer Banking",TX,Dallas,23.2,1,0
FRD000004290,Phishing/Smishing,Unauthorized,1,"Online Banking","SMS link","ML Model","Fraud Ops",Open,"2025-12-19 16:25:15",2025-12-19,"2025-12-25 15:19:30","2025-12-25 17:11:19",NULL,734.53,319.33,217.34,101.99,0.6806,5,1,0,0,142,144,NULL,"3. 3-7d","Business Savings",<$1K,1,active,CUS0000904,25-34,"Financial Banking",MI,Lansing,2.3,1,0
FRD000001632,Card-Not-Present,Unauthorized,0,"Online Banking","subscription abuse","ML Model","Card Services",Closed-Confirmed,"2025-02-03 19:02:47",2025-02-03,"2025-02-04 14:26:50","2025-02-04 18:18:24","2025-02-22 10:34:29",341.90,341.90,341.90,0.00,1.0000,4,1,1,1,19,23,18,"1. <24h","Premier Savings",<$1K,1,active,CUS0002792,35-44,"Consumer Banking",KS,Wichita,21.3,1,0
